SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1629029,0022400955,"MAR 13, 2025",LAL @ MIL,L,36,14,27,0.519,7,13,0.538,10,12,0.833,1,10,11,3,2,1,6,2,45,-16,1
22024,1629029,0022400930,"MAR 10, 2025",LAL @ BKN,L,41,8,26,0.308,3,10,0.3,3,4,0.75,1,11,12,12,2,0,5,1,22,3,1
22024,1629029,0022400918,"MAR 08, 2025",LAL @ BOS,L,37,11,22,0.5,5,10,0.5,7,8,0.875,1,7,8,3,1,0,5,2,34,-19,1
22024,1629029,0022400903,"MAR 06, 2025",LAL vs. NYK,W,43,9,23,0.391,4,12,0.333,10,12,0.833,0,7,7,12,4,0,5,5,32,16,1
22024,1629029,0022400890,"MAR 04, 2025",LAL vs. NOP,W,34,9,19,0.474,6,13,0.462,6,11,0.545,1,7,8,15,1,1,5,0,30,37,1
22024,1629029,0022400874,"MAR 02, 2025",LAL vs. LAC,W,37,9,17,0.529,5,12,0.417,6,9,0.667,0,6,6,9,2,0,6,2,29,19,1
22024,1629029,0022400859,"FEB 28, 2025",LAL vs. LAC,W,35,9,22,0.409,3,9,0.333,10,11,0.909,1,1,2,5,3,0,6,5,31,-13,1
22024,1629029,0022400849,"FEB 27, 2025",LAL vs. MIN,W,36,6,20,0.3,1,9,0.111,8,12,0.667,2,11,13,5,0,0,3,2,21,0,1
22024,1629029,0022400835,"FEB 25, 2025",LAL vs. DAL,W,35,6,17,0.353,1,7,0.143,6,8,0.75,2,13,15,12,3,2,2,2,19,8,1
22024,1629029,0022400808,"FEB 22, 2025",LAL @ DEN,W,31,10,22,0.455,4,9,0.444,8,8,1.0,1,9,10,7,4,1,1,0,32,20,1
22024,1629029,0022400524,"FEB 19, 2025",LAL vs. CHA,L,33,5,18,0.278,1,9,0.111,3,4,0.75,1,10,11,8,1,0,6,5,14,13,1
22024,1629029,0022400781,"FEB 12, 2025",LAL @ UTA,L,23,6,13,0.462,3,8,0.375,1,5,0.2,1,3,4,4,1,1,5,5,16,-19,1
22024,1629029,0022400768,"FEB 10, 2025",LAL vs. UTA,W,24,5,14,0.357,1,7,0.143,3,3,1.0,1,4,5,4,0,0,1,3,14,15,1
22024,1629029,0022400406,"DEC 25, 2024",DAL vs. MIN,L,16,5,9,0.556,3,5,0.6,1,1,1.0,1,4,5,2,1,0,3,1,14,-6,1
22024,1629029,0022400401,"DEC 23, 2024",DAL vs. POR,W,30,10,19,0.526,1,7,0.143,6,8,0.75,1,6,7,7,1,0,3,2,27,16,1
22024,1629029,0022401228,"DEC 15, 2024",DAL @ GSW,W,38,16,23,0.696,6,11,0.545,7,9,0.778,2,9,11,13,3,2,3,1,45,18,1
22024,1629029,0022401203,"DEC 10, 2024",DAL @ OKC,L,40,5,15,0.333,2,8,0.25,4,5,0.8,1,10,11,5,4,0,6,3,16,-14,1
22024,1629029,0022400344,"DEC 07, 2024",DAL @ TOR,W,38,9,20,0.45,6,13,0.462,6,6,1.0,0,13,13,11,4,0,4,4,30,10,1
22024,1629029,0022400326,"DEC 05, 2024",DAL @ WAS,W,32,7,17,0.412,3,10,0.3,4,5,0.8,0,10,10,10,2,1,4,2,21,36,1
22024,1629029,0022400056,"DEC 03, 2024",DAL vs. MEM,W,40,11,22,0.5,5,9,0.556,10,16,0.625,3,9,12,4,4,1,3,4,37,16,1
22024,1629029,0022400312,"DEC 01, 2024",DAL @ POR,W,36,15,24,0.625,4,10,0.4,2,4,0.5,0,7,7,13,3,0,3,2,36,1,1
22024,1629029,0022400024,"NOV 19, 2024",DAL vs. NOP,W,30,10,16,0.625,3,8,0.375,3,5,0.6,0,5,5,5,3,1,3,0,26,28,1
22024,1629029,0022400232,"NOV 16, 2024",DAL vs. SAS,W,28,6,16,0.375,3,9,0.333,1,3,0.333,2,4,6,6,2,0,4,4,16,15,1
22024,1629029,0022400228,"NOV 14, 2024",DAL @ UTA,L,38,13,25,0.52,4,13,0.308,7,7,1.0,1,6,7,9,1,0,3,0,37,-8,1
22024,1629029,0022400007,"NOV 12, 2024",DAL @ GSW,L,41,13,27,0.481,2,10,0.2,3,3,1.0,0,8,8,6,3,0,5,2,31,2,1
22024,1629029,0022400208,"NOV 10, 2024",DAL @ DEN,L,41,9,19,0.474,2,8,0.25,4,6,0.667,1,8,9,9,1,1,5,2,24,5,1
22024,1629029,0022400190,"NOV 08, 2024",DAL vs. PHX,L,42,11,25,0.44,5,12,0.417,3,3,1.0,0,7,7,7,1,0,3,3,30,-4,1
22024,1629029,0022400176,"NOV 06, 2024",DAL vs. CHI,W,32,8,19,0.421,3,8,0.375,8,9,0.889,0,7,7,13,4,0,5,3,27,35,1
